penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,n_scored,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion,pass,score,rank
L2,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5162,15.97,0.5772,2166,0.0726,0.5887,17.75,True,True,0.8882828002497746,54
EN,14,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5375,15.33,0.5634,2149,0.0513,0.5887,17.75,True,True,0.8883453395761011,55
L2,13,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미,Q23가전사용",0.5164,15.97,0.5795,2165,0.0723,0.5887,17.75,True,True,0.8884526660557878,56
L2,10,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5166,15.97,0.5766,2172,0.0722,0.5887,17.75,True,True,0.8886225318618011,57
EN,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5466,15.07,0.5617,2188,0.0421,0.5887,17.75,True,True,0.8887502900877321,58
EN,12,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.5497,14.98,0.5613,2165,0.0391,0.5887,17.75,True,True,0.8888479988133318,59
EN,14,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5384,15.33,0.5634,2151,0.0504,0.5887,17.75,True,True,0.8891097357031608,60
EN,10,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5471,15.07,0.5623,2188,0.0417,0.5887,17.75,True,True,0.8891749546027653,61
L2,13,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5153,16.03,0.5776,2152,0.0734,0.5887,17.75,True,True,0.8892085449677853,62
EN,10,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5472,15.07,0.5631,2191,0.0415,0.5887,17.75,True,True,0.8892598875057719,63
EN,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5472,15.07,0.5638,2191,0.0415,0.5887,17.75,True,True,0.8892598875057719,64
L2,9,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0111A,ADL0115A,ADL0116A,Q18","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기",0.5619,14.63,0.5517,2173,0.0268,0.5887,17.75,True,True,0.8893506580505626,65
L2,10,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5175,15.97,0.5787,2172,0.0712,0.5887,17.75,True,True,0.8893869279888607,66
EN,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.539,15.33,0.5692,2165,0.0497,0.5887,17.75,True,True,0.8896193331212006,67
EN,14,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기",0.5391,15.33,0.5683,2163,0.0497,0.5887,17.75,True,True,0.8897042660242072,68
L2,10,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5297,15.62,0.5707,2173,0.0591,0.5887,17.75,True,True,0.8898895872260913,69
EN,12,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.548,15.07,0.5605,2186,0.0407,0.5887,17.75,True,True,0.8899393507298249,70
EN,11,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.548,15.07,0.5613,2186,0.0407,0.5887,17.75,True,True,0.8899393507298249,71
L2,12,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.551,14.98,0.5642,2165,0.0377,0.5887,17.75,True,True,0.889952126552418,72
L2,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미,Q23가전사용",0.5162,16.03,0.5773,2154,0.0725,0.5887,17.75,True,True,0.8899729410948449,73
EN,14,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5396,15.33,0.5618,2148,0.0492,0.5887,17.75,True,True,0.8901289305392401,74
L2,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미",0.5712,14.38,0.5482,2190,0.0175,0.5887,17.75,True,True,0.890207164509052,75
EN,13,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.5696,14.43,0.5499,2170,0.0192,0.5887,17.75,True,True,0.8902566887651713,76
L2,12,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5371,15.41,0.5683,2186,0.0517,0.5887,17.75,True,True,0.8902591290908352,77
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5515,14.98,0.5611,2165,0.0372,0.5887,17.75,True,True,0.8903767910674512,78
L2,12,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0114A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5192,15.97,0.5806,2165,0.0696,0.5887,17.75,True,True,0.8908307873399732,79
L2,11,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5384,15.41,0.5688,2186,0.0503,0.5887,17.75,True,True,0.8913632568299212,80
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5527,14.98,0.562,2164,0.0361,0.5887,17.75,True,True,0.8913959859035305,81
EN,12,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5413,15.33,0.568,2169,0.0475,0.5887,17.75,True,True,0.8915727898903528,82
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5388,15.41,0.5649,2188,0.0499,0.5887,17.75,True,True,0.8917029884419477,83
L2,11,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5203,15.97,0.5738,2168,0.0684,0.5887,17.75,True,True,0.8917650492730462,84
EN,14,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5419,15.33,0.5687,2159,0.0468,0.5887,17.75,True,True,0.8920823873083926,85
L2,14,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5654,14.63,0.5497,2165,0.0234,0.5887,17.75,True,True,0.8923233096557945,86
EN,11,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5538,14.98,0.5625,2167,0.035,0.5887,17.75,True,True,0.8923302478366034,87
EN,10,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.519,16.03,0.5747,2160,0.0698,0.5887,17.75,True,True,0.8923510623790305,88
L2,13,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q18혼자있기,Q22취미",0.5307,15.68,0.5752,2167,0.0581,0.5887,17.75,True,True,0.892429057101228,89
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5327,15.62,0.5682,2172,0.0561,0.5887,17.75,True,True,0.8924375743162901,90
EN,12,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5424,15.33,0.5643,2157,0.0463,0.5887,17.75,True,True,0.8925070518234257,91
L2,14,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5706,14.48,0.5498,2182,0.0182,0.5887,17.75,True,True,0.8925144684994629,92
L2,14,"ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0122Q,ADL0123L","Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q22취미,Q23가전사용",0.5706,14.48,0.5502,2180,0.0181,0.5887,17.75,True,True,0.8925144684994629,93
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5212,15.97,0.5728,2170,0.0675,0.5887,17.75,True,True,0.8925294454001058,94
EN,14,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106B,ADL0106A,ADL0107A,ADL0110A,ADL0115A,ADL0116A,ADL0116B,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6b옷입기,Q6a옷고르기,Q7전화,Q10설거지,Q15외출,Q16a쇼핑,Q16b지불,Q17금전,Q21글쓰기,Q22취미",0.5724,14.43,0.5472,2170,0.0164,0.5887,17.75,True,True,0.8926348100493569,95
EN,11,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.5195,16.03,0.5748,2158,0.0693,0.5887,17.75,True,True,0.8927757268940635,96
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0113A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5217,15.97,0.5727,2166,0.067,0.5887,17.75,True,True,0.892954109915139,97
EN,11,"ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0114A,ADL0115A,ADL0116A,ADL0117A,Q18","Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q14가전,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5336,15.62,0.5687,2172,0.0551,0.5887,17.75,True,True,0.8932019704433497,98
EN,13,"ADL0101,ADL0102,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0110A,ADL0113A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q2걷기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q10설거지,Q13빨래,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.522,15.97,0.5728,2163,0.0668,0.5887,17.75,True,True,0.8932089086241588,99
L2,10,"ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,Q18","Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5668,14.63,0.553,2170,0.0219,0.5887,17.75,True,True,0.8935123702978872,100
