penalty,n_items,items_code,items_label,mae,hi_missed_pct,kappa,n_scored,mae_vs_a1,a1_mae_ref,a0_miss_pct_ref,champion
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q21글쓰기",0.5239,17.77,0.5741,2159,0.0649,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q22취미",0.5154,16.67,0.5801,2171,0.0733,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기,Q23가전사용",0.5058,18.06,0.5868,2173,0.083,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q22취미",0.5526,17.18,0.557,2177,0.0361,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기,Q23가전사용",0.5406,16.49,0.5672,2179,0.0481,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q16b지불,Q22취미,Q23가전사용",0.5244,17.47,0.5715,2191,0.0643,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q21글쓰기",0.519,16.72,0.5775,2158,0.0697,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q22취미",0.5212,15.97,0.5728,2170,0.0675,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기,Q23가전사용",0.5005,18.06,0.5854,2172,0.0883,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q22취미",0.5469,17.53,0.5596,2176,0.0419,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기,Q23가전사용",0.5436,15.46,0.5666,2178,0.0451,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q17금전,Q22취미,Q23가전사용",0.5388,17.12,0.5645,2190,0.0499,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q22취미",0.5216,16.38,0.5718,2157,0.0672,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기,Q23가전사용",0.5169,17.07,0.5781,2159,0.0718,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,Q18,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미,Q23가전사용",0.5164,17.01,0.5771,2171,0.0724,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0107A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q7전화,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미,Q23가전사용",0.52,18.21,0.57,2177,0.0688,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0113A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑",0.5782,16.61,0.5428,2179,0.0105,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q14가전,Q15외출,Q16a쇼핑",0.5849,16.61,0.5391,2185,0.0038,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불",0.5465,17.3,0.5622,2185,0.0423,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q17금전",0.56,16.26,0.5544,2184,0.0288,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q18혼자있기",0.5182,17.48,0.5778,2167,0.0705,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q21글쓰기",0.5491,19.44,0.5528,2171,0.0397,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q22취미",0.541,17.65,0.5574,2183,0.0477,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0112A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q12집안일,Q15외출,Q16a쇼핑,Q23가전사용",0.5373,17.99,0.5606,2185,0.0514,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5497,18.9,0.5515,2181,0.039,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.536,18.9,0.566,2181,0.0527,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5661,16.84,0.5491,2180,0.0227,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.5391,17.42,0.562,2163,0.0497,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5517,18.28,0.554,2168,0.0371,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5617,16.49,0.5525,2179,0.027,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5449,17.18,0.562,2182,0.0438,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5546,17.53,0.5563,2187,0.0341,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5457,19.59,0.5518,2186,0.043,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5203,17.77,0.5719,2168,0.0684,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5693,17.93,0.5489,2173,0.0195,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.5661,17.53,0.5455,2185,0.0226,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5418,17.53,0.5604,2187,0.0469,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5425,18.56,0.5575,2186,0.0462,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5152,19.16,0.5751,2168,0.0735,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.5513,18.28,0.5587,2173,0.0374,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5332,18.56,0.5624,2185,0.0556,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5299,18.9,0.5671,2187,0.0588,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.539,17.07,0.5605,2167,0.0497,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q21글쓰기",0.5405,17.24,0.5639,2172,0.0482,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q22취미",0.5646,17.18,0.5502,2184,0.0242,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0117A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q17금전,Q23가전사용",0.5215,17.18,0.5731,2186,0.0672,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q21글쓰기",0.5227,18.18,0.5716,2154,0.066,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q22취미",0.5231,17.07,0.5748,2166,0.0657,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,Q18,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q18혼자있기,Q23가전사용",0.5185,16.72,0.5756,2168,0.0703,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q22취미",0.5546,19.31,0.5529,2171,0.0342,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0121A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q21글쓰기,Q23가전사용",0.5269,17.59,0.5736,2173,0.0618,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0111A,ADL0115A,ADL0116A,ADL0122Q,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q11식사준비,Q15외출,Q16a쇼핑,Q22취미,Q23가전사용",0.5419,17.18,0.5608,2185,0.0469,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0114A,ADL0115A,ADL0116A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q14가전,Q15외출,Q16a쇼핑",0.5348,18.62,0.5588,2182,0.0539,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q16b지불",0.5683,17.59,0.5444,2182,0.0205,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q17금전",0.5461,18.28,0.5559,2181,0.0427,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q18혼자있기",0.5266,18.12,0.5667,2165,0.0622,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q21글쓰기",0.5542,17.3,0.5513,2169,0.0346,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q22취미",0.5394,18.28,0.5584,2180,0.0493,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0113A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q13빨래,Q15외출,Q16a쇼핑,Q23가전사용",0.5355,17.24,0.5644,2183,0.0532,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0116B","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q16b지불",0.5686,17.93,0.5441,2188,0.0202,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q17금전",0.5446,18.97,0.5577,2187,0.0442,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q18혼자있기",0.5276,18.12,0.5688,2170,0.0611,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q21글쓰기",0.5253,19.38,0.5665,2174,0.0634,0.5887,17.75,False
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q22취미",0.532,17.93,0.565,2186,0.0567,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0114A,ADL0115A,ADL0116A,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q14가전,Q15외출,Q16a쇼핑,Q23가전사용",0.5361,17.93,0.5613,2188,0.0526,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0117A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q17금전",0.5766,17.59,0.5447,2187,0.0122,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q18혼자있기",0.5447,17.77,0.5609,2170,0.044,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0121A","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q21글쓰기",0.558,18.69,0.5512,2174,0.0308,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0122Q","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q22취미",0.5453,16.9,0.5585,2186,0.0435,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0116B,ADL0123L","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q16b지불,Q23가전사용",0.5667,16.21,0.5474,2188,0.022,0.5887,17.75,True
L2,11,"ADL0101,ADL0103,ADL0104,ADL0105,ADL0106A,ADL0110A,ADL0112A,ADL0115A,ADL0116A,ADL0117A,Q18","Q1먹기,Q3화장실,Q4목욕,Q5몸단장,Q6a옷고르기,Q10설거지,Q12집안일,Q15외출,Q16a쇼핑,Q17금전,Q18혼자있기",0.5237,18.47,0.5696,2169,0.065,0.5887,17.75,True
