model,n,mae,miss_pct,kappa
B2_L2_11item_rank6,2192,0.5702554744525548,14.04109589041096,0.5507196288957498
A0,2192,0.8243613138686131,17.80821917808219,0.44778951064059624
A1,2192,0.5903284671532847,26.36986301369863,0.49733656764630596
