held_out_STUDYID,n,MAE,weighted_kappa,acc_within_1stage,underest_ge2_rate,top2class_underclassified_rate
AD-1061,668,0.3712574850299401,0.5895009764967338,0.9700598802395209,0.02694610778443114,0.5714285714285714
AD-1063,835,0.3520958083832335,0.5711812601986299,0.9556886227544911,0.03473053892215569,0.71875
AD-1064,705,0.42411347517730497,0.5487672321740671,0.9475177304964539,0.04964539007092199,0.6833333333333333
