held_out_trial,n,raw_violation_rate,raw_neg_mass_per_capita,iso_violation_rate,iso_neg_mass_per_capita
AD-1061,667,0.19790104947526238,0.00022849956725778516,0.0,0.0
AD-1063,833,0.17286914765906364,0.0007036343082002293,0.0,0.0
AD-1064,703,0.2631578947368421,0.000552274943290447,0.0,0.0
